Sales Person,Country,Product,Date,Amount,Boxes Shipped
Jan Morforth,UK,50% Dark Bites,12/01/2022,"$5,250.00",1970-01-01 00:00:00.000000293
Gunar Cockshoot,Canada,White Choc,11/08/2022,"$7,560.00",1970-01-01 00:00:00.000000015
Jehu Rudeforth,Australia,Spicy Special Slims,13/01/2022,"$5,012.00",1970-01-01 00:00:00.000000384
Husein Augar,UK,Baker's Choco Chips,29/04/2022,"$3,038.00",1970-01-01 00:00:00.000000135
Rafaelita Blaksland,New Zealand,After Nines,07/07/2022,"$1,099.00",1970-01-01 00:00:00.000000092
Madelene Upcott,New Zealand,Mint Chip Choco,11/03/2022,"$7,413.00",1970-01-01 00:00:00.000000004
Madelene Upcott,UK,70% Dark Bites,16/02/2022,"$5,397.00",1970-01-01 00:00:00.000000239
Barr Faughny,Australia,Organic Choco Syrup,07/01/2022,"$2,303.00",1970-01-01 00:00:00.000000033
Beverie Moffet,New Zealand,Drinking Coco,12/01/2022,"$1,141.00",1970-01-01 00:00:00.000000518
Beverie Moffet,India,Eclairs,09/06/2022,"$10,325.00",1970-01-01 00:00:00.000000147
Andria Kimpton,India,Eclairs,16/05/2022,"$2,149.00",1970-01-01 00:00:00.000000084
Gigi Bohling,UK,85% Dark Bars,23/06/2022,"$12,362.00",1970-01-01 00:00:00.000000094
Roddy Speechley,UK,Raspberry Choco,28/01/2022,"$12,635.00",1970-01-01 00:00:00.000000194
Dotty Strutley,UK,Mint Chip Choco,14/07/2022,"$2,443.00",1970-01-01 00:00:00.000000216
Barr Faughny,Canada,Drinking Coco,18/04/2022,"$6,237.00",1970-01-01 00:00:00.000000247
Oby Sorrel,USA,Milk Bars,14/06/2022,"$1,736.00",1970-01-01 00:00:00.000000079
Oby Sorrel,UK,Orange Choco,15/04/2022,"$7,315.00",1970-01-01 00:00:00.000000237
Curtice Advani,Canada,Peanut Butter Cubes,19/05/2022,"$4,935.00",1970-01-01 00:00:00.000000063
Gigi Bohling,India,White Choc,13/04/2022,"$1,393.00",1970-01-01 00:00:00.000000172
Husein Augar,Canada,Choco Coated Almonds,15/08/2022,"$3,381.00",1970-01-01 00:00:00.000000408
Wilone O'Kielt,India,Choco Coated Almonds,22/08/2022,"$2,933.00",1970-01-01 00:00:00.000000233
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/04/2022,"$3,836.00",1970-01-01 00:00:00.000000059
Kaine Padly,UK,Choco Coated Almonds,03/08/2022,"$8,022.00",1970-01-01 00:00:00.000000123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04/01/2022,$371.00,1970-01-01 00:00:00.000000229
Kelci Walkden,Canada,After Nines,13/01/2022,"$16,702.00",1970-01-01 00:00:00.000000198
Van Tuxwell,Australia,Baker's Choco Chips,11/05/2022,"$13,258.00",1970-01-01 00:00:00.000000032
Husein Augar,New Zealand,Peanut Butter Cubes,16/02/2022,"$2,058.00",1970-01-01 00:00:00.000000236
Kaine Padly,UK,Caramel Stuffed Bars,20/05/2022,"$10,192.00",1970-01-01 00:00:00.000000067
Jehu Rudeforth,UK,Drinking Coco,03/02/2022,"$7,140.00",1970-01-01 00:00:00.000000438
Beverie Moffet,India,Manuka Honey Choco,06/05/2022,"$9,835.00",1970-01-01 00:00:00.000000167
Gunar Cockshoot,UK,Choco Coated Almonds,30/06/2022,"$5,775.00",1970-01-01 00:00:00.000000135
Gunar Cockshoot,UK,Smooth Sliky Salty,22/03/2022,$749.00,1970-01-01 00:00:00.000000148
Camilla Castle,Canada,Orange Choco,17/02/2022,"$7,770.00",1970-01-01 00:00:00.000000054
Jehu Rudeforth,UK,85% Dark Bars,07/07/2022,"$5,502.00",1970-01-01 00:00:00.000000064
Oby Sorrel,UK,70% Dark Bites,16/03/2022,"$6,223.00",1970-01-01 00:00:00.000000181
Kelci Walkden,UK,99% Dark & Pure,12/08/2022,"$3,507.00",1970-01-01 00:00:00.000000114
Gigi Bohling,New Zealand,After Nines,21/01/2022,"$5,600.00",1970-01-01 00:00:00.000000181
Oby Sorrel,Australia,50% Dark Bites,06/05/2022,$721.00,1970-01-01 00:00:00.000000151
Oby Sorrel,Canada,50% Dark Bites,24/06/2022,"$6,615.00",1970-01-01 00:00:00.000000137
Barr Faughny,USA,White Choc,05/05/2022,"$7,420.00",1970-01-01 00:00:00.000000163
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/03/2022,"$3,164.00",1970-01-01 00:00:00.000000084
Curtice Advani,Australia,Caramel Stuffed Bars,14/02/2022,"$9,114.00",1970-01-01 00:00:00.000000140
Curtice Advani,New Zealand,85% Dark Bars,12/05/2022,"$5,404.00",1970-01-01 00:00:00.000000187
Barr Faughny,New Zealand,Smooth Sliky Salty,25/01/2022,"$3,990.00",1970-01-01 00:00:00.000000169
Ches Bonnell,UK,85% Dark Bars,28/06/2022,"$14,924.00",1970-01-01 00:00:00.000000012
Dennison Crosswaite,Australia,Drinking Coco,13/07/2022,"$7,091.00",1970-01-01 00:00:00.000000194
Roddy Speechley,USA,Milk Bars,16/05/2022,"$2,807.00",1970-01-01 00:00:00.000000252
Jan Morforth,India,After Nines,14/03/2022,"$6,496.00",1970-01-01 00:00:00.000000168
Gunar Cockshoot,USA,After Nines,15/08/2022,"$3,738.00",1970-01-01 00:00:00.000000261
Ches Bonnell,India,Orange Choco,16/02/2022,"$1,190.00",1970-01-01 00:00:00.000000256
Mallorie Waber,UK,Manuka Honey Choco,15/06/2022,"$8,379.00",1970-01-01 00:00:00.000000043
Barr Faughny,Australia,Raspberry Choco,27/05/2022,"$9,268.00",1970-01-01 00:00:00.000000100
Wilone O'Kielt,USA,Drinking Coco,14/06/2022,"$1,029.00",1970-01-01 00:00:00.000000098
Wilone O'Kielt,India,Eclairs,25/02/2022,"$3,549.00",1970-01-01 00:00:00.000000076
Wilone O'Kielt,India,After Nines,04/08/2022,"$12,026.00",1970-01-01 00:00:00.000000262
Kelci Walkden,India,99% Dark & Pure,28/06/2022,"$2,303.00",1970-01-01 00:00:00.000000244
Gunar Cockshoot,Canada,Spicy Special Slims,05/04/2022,"$13,405.00",1970-01-01 00:00:00.000000012
Madelene Upcott,Canada,Peanut Butter Cubes,05/07/2022,"$14,763.00",1970-01-01 00:00:00.000000113
Kaine Padly,New Zealand,Eclairs,20/01/2022,"$12,894.00",1970-01-01 00:00:00.000000048
Ches Bonnell,New Zealand,Drinking Coco,16/02/2022,"$8,302.00",1970-01-01 00:00:00.000000131
Curtice Advani,UK,Drinking Coco,12/07/2022,$455.00,1970-01-01 00:00:00.000000174
Kelci Walkden,India,Raspberry Choco,16/06/2022,"$8,183.00",1970-01-01 00:00:00.000000254
Dotty Strutley,Australia,Choco Coated Almonds,13/04/2022,"$1,645.00",1970-01-01 00:00:00.000000284
Kaine Padly,UK,50% Dark Bites,21/02/2022,"$3,143.00",1970-01-01 00:00:00.000000067
Roddy Speechley,Canada,Choco Coated Almonds,11/05/2022,"$5,873.00",1970-01-01 00:00:00.000000249
Ches Bonnell,India,50% Dark Bites,15/04/2022,"$11,298.00",1970-01-01 00:00:00.000000313
Oby Sorrel,Canada,Peanut Butter Cubes,07/06/2022,"$12,425.00",1970-01-01 00:00:00.000000167
Oby Sorrel,UK,White Choc,27/06/2022,"$1,715.00",1970-01-01 00:00:00.000000286
Barr Faughny,India,After Nines,29/07/2022,"$8,190.00",1970-01-01 00:00:00.000000109
Wilone O'Kielt,Canada,Smooth Sliky Salty,02/06/2022,"$4,991.00",1970-01-01 00:00:00.000000166
Rafaelita Blaksland,India,Mint Chip Choco,26/01/2022,"$15,491.00",1970-01-01 00:00:00.000000085
Rafaelita Blaksland,Canada,99% Dark & Pure,02/03/2022,"$5,096.00",1970-01-01 00:00:00.000000142
Van Tuxwell,Australia,70% Dark Bites,10/01/2022,"$7,063.00",1970-01-01 00:00:00.000000104
Beverie Moffet,USA,70% Dark Bites,27/06/2022,"$2,275.00",1970-01-01 00:00:00.000000115
Barr Faughny,Canada,Orange Choco,30/06/2022,"$7,602.00",1970-01-01 00:00:00.000000018
Roddy Speechley,Australia,85% Dark Bars,08/07/2022,"$4,200.00",1970-01-01 00:00:00.000000080
Oby Sorrel,India,Spicy Special Slims,08/06/2022,"$11,137.00",1970-01-01 00:00:00.000000088
Jan Morforth,UK,Manuka Honey Choco,18/08/2022,"$3,388.00",1970-01-01 00:00:00.000000212
Kaine Padly,Australia,After Nines,08/04/2022,"$6,832.00",1970-01-01 00:00:00.000000306
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/08/2022,"$3,437.00",1970-01-01 00:00:00.000000181
Wilone O'Kielt,UK,Milk Bars,26/08/2022,$301.00,1970-01-01 00:00:00.000000065
Oby Sorrel,Canada,Fruit & Nut Bars,14/01/2022,"$1,869.00",1970-01-01 00:00:00.000000158
Dennison Crosswaite,USA,Baker's Choco Chips,11/08/2022,"$17,465.00",1970-01-01 00:00:00.000000271
Madelene Upcott,USA,Almond Choco,31/05/2022,"$10,143.00",1970-01-01 00:00:00.000000024
Van Tuxwell,New Zealand,50% Dark Bites,11/07/2022,"$3,626.00",1970-01-01 00:00:00.000000010
Karlen McCaffrey,Canada,Caramel Stuffed Bars,02/03/2022,"$3,346.00",1970-01-01 00:00:00.000000304
Madelene Upcott,Australia,Raspberry Choco,13/07/2022,"$6,321.00",1970-01-01 00:00:00.000000088
Rafaelita Blaksland,UK,Spicy Special Slims,03/08/2022,"$9,345.00",1970-01-01 00:00:00.000000133
Curtice Advani,UK,Peanut Butter Cubes,01/03/2022,"$15,008.00",1970-01-01 00:00:00.000000165
Kelci Walkden,New Zealand,White Choc,13/04/2022,"$7,609.00",1970-01-01 00:00:00.000000150
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2022,"$10,332.00",1970-01-01 00:00:00.000000180
Mallorie Waber,India,White Choc,26/07/2022,$819.00,1970-01-01 00:00:00.000000213
Brien Boise,UK,Drinking Coco,27/01/2022,"$5,754.00",1970-01-01 00:00:00.000000133
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2022,$28.00,1970-01-01 00:00:00.000000446
Oby Sorrel,USA,Almond Choco,19/05/2022,"$6,440.00",1970-01-01 00:00:00.000000141
Husein Augar,India,Eclairs,09/02/2022,"$4,956.00",1970-01-01 00:00:00.000000058
Brien Boise,UK,Spicy Special Slims,25/05/2022,"$2,352.00",1970-01-01 00:00:00.000000058
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2022,"$3,906.00",1970-01-01 00:00:00.000000076
Beverie Moffet,India,White Choc,04/07/2022,"$1,813.00",1970-01-01 00:00:00.000000296
Ches Bonnell,India,Almond Choco,13/04/2022,"$11,788.00",1970-01-01 00:00:00.000000073
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2022,"$5,768.00",1970-01-01 00:00:00.000000119
Camilla Castle,USA,85% Dark Bars,25/04/2022,"$2,401.00",1970-01-01 00:00:00.000000078
Camilla Castle,USA,Eclairs,10/06/2022,"$4,515.00",1970-01-01 00:00:00.000000392
Madelene Upcott,New Zealand,White Choc,22/08/2022,"$10,794.00",1970-01-01 00:00:00.000000051
Van Tuxwell,India,After Nines,27/06/2022,"$13,706.00",1970-01-01 00:00:00.000000207
Husein Augar,India,Orange Choco,30/06/2022,"$4,361.00",1970-01-01 00:00:00.000000040
Jehu Rudeforth,India,Almond Choco,30/08/2022,"$10,122.00",1970-01-01 00:00:00.000000100
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2022,$994.00,1970-01-01 00:00:00.000000057
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2022,"$2,268.00",1970-01-01 00:00:00.000000042
Gigi Bohling,Australia,Orange Choco,09/03/2022,$574.00,1970-01-01 00:00:00.000000156
Kelci Walkden,UK,Drinking Coco,20/04/2022,"$1,792.00",1970-01-01 00:00:00.000000023
Mallorie Waber,Canada,Caramel Stuffed Bars,10/06/2022,"$4,844.00",1970-01-01 00:00:00.000000539
Husein Augar,Australia,Organic Choco Syrup,08/02/2022,$938.00,1970-01-01 00:00:00.000000158
Brien Boise,Australia,White Choc,25/08/2022,"$4,879.00",1970-01-01 00:00:00.000000022
Dotty Strutley,India,Peanut Butter Cubes,16/02/2022,"$9,107.00",1970-01-01 00:00:00.000000073
Dennison Crosswaite,UK,99% Dark & Pure,30/05/2022,"$12,187.00",1970-01-01 00:00:00.000000027
Gigi Bohling,New Zealand,50% Dark Bites,29/06/2022,"$5,670.00",1970-01-01 00:00:00.000000064
Gigi Bohling,USA,Milk Bars,16/06/2022,$476.00,1970-01-01 00:00:00.000000133
Brien Boise,UK,Caramel Stuffed Bars,04/03/2022,"$2,681.00",1970-01-01 00:00:00.000000149
Curtice Advani,New Zealand,Peanut Butter Cubes,15/03/2022,"$1,533.00",1970-01-01 00:00:00.000000434
Curtice Advani,New Zealand,50% Dark Bites,27/01/2022,"$9,765.00",1970-01-01 00:00:00.000000085
Beverie Moffet,Canada,Drinking Coco,05/07/2022,$994.00,1970-01-01 00:00:00.000000118
Barr Faughny,USA,Caramel Stuffed Bars,29/03/2022,"$3,318.00",1970-01-01 00:00:00.000000299
Mallorie Waber,Canada,Almond Choco,12/05/2022,"$4,214.00",1970-01-01 00:00:00.000000035
Oby Sorrel,USA,Drinking Coco,11/03/2022,"$7,714.00",1970-01-01 00:00:00.000000044
Brien Boise,New Zealand,Eclairs,11/07/2022,"$4,690.00",1970-01-01 00:00:00.000000299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,01/08/2022,"$13,062.00",1970-01-01 00:00:00.000000062
Gunar Cockshoot,UK,Spicy Special Slims,16/02/2022,"$12,488.00",1970-01-01 00:00:00.000000200
Curtice Advani,USA,After Nines,13/04/2022,"$14,147.00",1970-01-01 00:00:00.000000235
Oby Sorrel,India,Choco Coated Almonds,14/02/2022,$49.00,1970-01-01 00:00:00.000000363
Ches Bonnell,Australia,Peanut Butter Cubes,14/03/2022,"$10,199.00",1970-01-01 00:00:00.000000068
Oby Sorrel,Australia,Spicy Special Slims,26/04/2022,"$11,389.00",1970-01-01 00:00:00.000000026
Jehu Rudeforth,Canada,Manuka Honey Choco,05/04/2022,"$3,584.00",1970-01-01 00:00:00.000000200
Camilla Castle,Canada,Drinking Coco,03/03/2022,"$12,481.00",1970-01-01 00:00:00.000000264
Kaine Padly,USA,Spicy Special Slims,13/06/2022,"$2,107.00",1970-01-01 00:00:00.000000175
Marney O'Breen,New Zealand,70% Dark Bites,14/02/2022,"$8,603.00",1970-01-01 00:00:00.000000352
Roddy Speechley,New Zealand,99% Dark & Pure,18/04/2022,"$7,483.00",1970-01-01 00:00:00.000000183
Oby Sorrel,New Zealand,85% Dark Bars,01/02/2022,"$3,381.00",1970-01-01 00:00:00.000000417
Dotty Strutley,New Zealand,Orange Choco,04/08/2022,"$2,030.00",1970-01-01 00:00:00.000000146
Andria Kimpton,New Zealand,Almond Choco,05/04/2022,"$6,559.00",1970-01-01 00:00:00.000000158
Karlen McCaffrey,Australia,99% Dark & Pure,26/01/2022,"$10,822.00",1970-01-01 00:00:00.000000168
Kaine Padly,UK,After Nines,21/01/2022,"$18,697.00",1970-01-01 00:00:00.000000176
Kaine Padly,Canada,After Nines,22/08/2022,"$5,845.00",1970-01-01 00:00:00.000000172
Kaine Padly,UK,Drinking Coco,27/01/2022,"$2,317.00",1970-01-01 00:00:00.000000224
Rafaelita Blaksland,UK,50% Dark Bites,16/02/2022,"$10,150.00",1970-01-01 00:00:00.000000068
Dotty Strutley,USA,Raspberry Choco,03/01/2022,"$3,437.00",1970-01-01 00:00:00.000000046
Karlen McCaffrey,USA,White Choc,24/08/2022,"$4,592.00",1970-01-01 00:00:00.000000002
Oby Sorrel,USA,Spicy Special Slims,07/02/2022,"$5,691.00",1970-01-01 00:00:00.000000417
Mallorie Waber,Australia,Smooth Sliky Salty,11/02/2022,"$4,158.00",1970-01-01 00:00:00.000000109
Kaine Padly,Canada,Organic Choco Syrup,29/03/2022,"$5,684.00",1970-01-01 00:00:00.000000081
Marney O'Breen,USA,Peanut Butter Cubes,15/06/2022,$693.00,1970-01-01 00:00:00.000000350
Dennison Crosswaite,UK,Smooth Sliky Salty,26/04/2022,$546.00,1970-01-01 00:00:00.000000142
Brien Boise,Australia,Organic Choco Syrup,15/07/2022,"$4,263.00",1970-01-01 00:00:00.000000264
Beverie Moffet,India,Organic Choco Syrup,23/06/2022,"$1,036.00",1970-01-01 00:00:00.000000020
Dennison Crosswaite,Australia,Baker's Choco Chips,11/01/2022,"$13,846.00",1970-01-01 00:00:00.000000421
Beverie Moffet,UK,50% Dark Bites,09/02/2022,"$2,499.00",1970-01-01 00:00:00.000000271
Van Tuxwell,UK,Almond Choco,06/06/2022,"$10,689.00",1970-01-01 00:00:00.000000204
Dotty Strutley,UK,Caramel Stuffed Bars,10/08/2022,"$5,768.00",1970-01-01 00:00:00.000000235
Wilone O'Kielt,Australia,Smooth Sliky Salty,04/01/2022,"$2,226.00",1970-01-01 00:00:00.000000046
Andria Kimpton,Canada,70% Dark Bites,08/04/2022,"$10,262.00",1970-01-01 00:00:00.000000015
Barr Faughny,UK,Milk Bars,02/03/2022,"$3,864.00",1970-01-01 00:00:00.000000430
Van Tuxwell,Canada,Drinking Coco,15/06/2022,"$4,900.00",1970-01-01 00:00:00.000000709
Jehu Rudeforth,Australia,After Nines,14/02/2022,"$5,250.00",1970-01-01 00:00:00.000000047
Husein Augar,UK,After Nines,05/07/2022,"$3,507.00",1970-01-01 00:00:00.000000380
Barr Faughny,India,Mint Chip Choco,12/01/2022,"$7,413.00",1970-01-01 00:00:00.000000465
Curtice Advani,India,Mint Chip Choco,03/03/2022,"$8,155.00",1970-01-01 00:00:00.000000096
Jehu Rudeforth,New Zealand,Milk Bars,18/05/2022,"$2,478.00",1970-01-01 00:00:00.000000188
Gunar Cockshoot,India,Caramel Stuffed Bars,28/07/2022,"$2,471.00",1970-01-01 00:00:00.000000202
Curtice Advani,UK,Manuka Honey Choco,07/02/2022,"$1,666.00",1970-01-01 00:00:00.000000106
Andria Kimpton,India,Orange Choco,30/05/2022,$301.00,1970-01-01 00:00:00.000000421
Mallorie Waber,Australia,Raspberry Choco,25/04/2022,"$8,400.00",1970-01-01 00:00:00.000000027
Beverie Moffet,Canada,85% Dark Bars,16/02/2022,"$6,139.00",1970-01-01 00:00:00.000000045
Kelci Walkden,Australia,Drinking Coco,04/05/2022,"$1,288.00",1970-01-01 00:00:00.000000060
Van Tuxwell,Canada,70% Dark Bites,02/06/2022,"$7,077.00",1970-01-01 00:00:00.000000077
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/07/2022,"$2,317.00",1970-01-01 00:00:00.000000464
Beverie Moffet,New Zealand,Spicy Special Slims,07/06/2022,$63.00,1970-01-01 00:00:00.000000060
Jan Morforth,UK,Almond Choco,06/07/2022,"$9,744.00",1970-01-01 00:00:00.000000157
Husein Augar,India,Raspberry Choco,15/06/2022,"$9,954.00",1970-01-01 00:00:00.000000154
Dotty Strutley,India,Mint Chip Choco,14/04/2022,"$1,260.00",1970-01-01 00:00:00.000000239
Camilla Castle,India,Drinking Coco,08/08/2022,$469.00,1970-01-01 00:00:00.000000163
Marney O'Breen,UK,Drinking Coco,29/03/2022,$973.00,1970-01-01 00:00:00.000000028
Roddy Speechley,Australia,Organic Choco Syrup,04/07/2022,"$3,647.00",1970-01-01 00:00:00.000000076
Ches Bonnell,India,99% Dark & Pure,16/02/2022,$455.00,1970-01-01 00:00:00.000000096
Rafaelita Blaksland,Canada,Spicy Special Slims,02/05/2022,"$2,520.00",1970-01-01 00:00:00.000000156
Van Tuxwell,India,Eclairs,21/07/2022,"$10,500.00",1970-01-01 00:00:00.000000106
Gunar Cockshoot,Australia,99% Dark & Pure,18/08/2022,"$7,952.00",1970-01-01 00:00:00.000000235
Kaine Padly,USA,85% Dark Bars,22/06/2022,$483.00,1970-01-01 00:00:00.000000259
Camilla Castle,UK,Peanut Butter Cubes,19/07/2022,"$4,872.00",1970-01-01 00:00:00.000000126
Madelene Upcott,UK,Peanut Butter Cubes,12/08/2022,"$7,756.00",1970-01-01 00:00:00.000000085
Madelene Upcott,USA,Choco Coated Almonds,07/06/2022,"$5,446.00",1970-01-01 00:00:00.000000132
Marney O'Breen,Canada,Peanut Butter Cubes,08/03/2022,"$6,594.00",1970-01-01 00:00:00.000000091
Ches Bonnell,Australia,Choco Coated Almonds,08/04/2022,"$1,470.00",1970-01-01 00:00:00.000000167
Curtice Advani,Canada,Eclairs,06/05/2022,$721.00,1970-01-01 00:00:00.000000203
Roddy Speechley,India,Drinking Coco,31/05/2022,"$4,494.00",1970-01-01 00:00:00.000000011
Van Tuxwell,Australia,Mint Chip Choco,13/01/2022,"$2,674.00",1970-01-01 00:00:00.000000295
Dennison Crosswaite,USA,70% Dark Bites,15/03/2022,$658.00,1970-01-01 00:00:00.000000077
Andria Kimpton,Canada,Peanut Butter Cubes,16/02/2022,"$1,127.00",1970-01-01 00:00:00.000000319
Gigi Bohling,USA,70% Dark Bites,14/01/2022,"$7,364.00",1970-01-01 00:00:00.000000196
Rafaelita Blaksland,Australia,White Choc,21/03/2022,"$6,818.00",1970-01-01 00:00:00.000000102
Roddy Speechley,Canada,Drinking Coco,17/05/2022,"$6,776.00",1970-01-01 00:00:00.000000312
Camilla Castle,New Zealand,85% Dark Bars,08/08/2022,"$15,099.00",1970-01-01 00:00:00.000000055
Madelene Upcott,Canada,Milk Bars,26/04/2022,"$3,612.00",1970-01-01 00:00:00.000000082
Madelene Upcott,Australia,70% Dark Bites,15/04/2022,"$3,710.00",1970-01-01 00:00:00.000000260
Oby Sorrel,Canada,Eclairs,19/05/2022,"$6,111.00",1970-01-01 00:00:00.000000591
Dennison Crosswaite,Canada,Drinking Coco,10/01/2022,"$2,702.00",1970-01-01 00:00:00.000000024
Mallorie Waber,New Zealand,After Nines,04/05/2022,$483.00,1970-01-01 00:00:00.000000228
Roddy Speechley,Canada,White Choc,05/04/2022,"$5,887.00",1970-01-01 00:00:00.000000268
Andria Kimpton,India,After Nines,17/01/2022,$952.00,1970-01-01 00:00:00.000000068
Roddy Speechley,India,Spicy Special Slims,22/03/2022,"$10,647.00",1970-01-01 00:00:00.000000173
Dotty Strutley,Australia,White Choc,05/07/2022,"$6,055.00",1970-01-01 00:00:00.000000093
Oby Sorrel,Canada,Orange Choco,27/04/2022,"$8,757.00",1970-01-01 00:00:00.000000338
Kaine Padly,Canada,Almond Choco,12/08/2022,"$6,055.00",1970-01-01 00:00:00.000000073
Jan Morforth,UK,Baker's Choco Chips,11/03/2022,$721.00,1970-01-01 00:00:00.000000251
Jehu Rudeforth,UK,Fruit & Nut Bars,13/05/2022,"$8,589.00",1970-01-01 00:00:00.000000229
Dennison Crosswaite,USA,Smooth Sliky Salty,12/05/2022,"$11,781.00",1970-01-01 00:00:00.000000091
Brien Boise,USA,Raspberry Choco,12/01/2022,$672.00,1970-01-01 00:00:00.000000194
Madelene Upcott,New Zealand,Milk Bars,29/03/2022,"$12,558.00",1970-01-01 00:00:00.000000403
Roddy Speechley,India,50% Dark Bites,14/03/2022,"$8,337.00",1970-01-01 00:00:00.000000012
Barr Faughny,New Zealand,99% Dark & Pure,24/05/2022,"$8,134.00",1970-01-01 00:00:00.000000195
Dennison Crosswaite,Canada,Organic Choco Syrup,28/01/2022,"$8,491.00",1970-01-01 00:00:00.000000075
Beverie Moffet,India,Almond Choco,24/05/2022,"$3,066.00",1970-01-01 00:00:00.000000096
Brien Boise,Australia,Peanut Butter Cubes,19/08/2022,$301.00,1970-01-01 00:00:00.000000205
Karlen McCaffrey,Australia,Spicy Special Slims,17/05/2022,"$4,410.00",1970-01-01 00:00:00.000000323
Jehu Rudeforth,USA,White Choc,07/06/2022,"$6,559.00",1970-01-01 00:00:00.000000119
Ches Bonnell,Canada,Organic Choco Syrup,26/07/2022,$574.00,1970-01-01 00:00:00.000000217
Dotty Strutley,India,Eclairs,28/07/2022,"$2,086.00",1970-01-01 00:00:00.000000384
Karlen McCaffrey,India,70% Dark Bites,23/05/2022,"$5,075.00",1970-01-01 00:00:00.000000344
Jehu Rudeforth,UK,Mint Chip Choco,04/01/2023,"$5,902.13",1970-01-01 00:00:00.000000178
Van Tuxwell,India,85% Dark Bars,01/08/2023,"$8,074.39",1970-01-01 00:00:00.000000100
Gigi Bohling,India,Peanut Butter Cubes,07/07/2023,"$4,666.18",1970-01-01 00:00:00.000000100
Jan Morforth,Australia,Peanut Butter Cubes,27/04/2023,"$14,103.40",1970-01-01 00:00:00.000000350
Jehu Rudeforth,UK,Peanut Butter Cubes,24/02/2023,"$14,167.84",1970-01-01 00:00:00.000000178
Van Tuxwell,India,Smooth Sliky Salty,06/06/2023,"$5,768.75",1970-01-01 00:00:00.000000037
Oby Sorrel,UK,99% Dark & Pure,25/01/2023,"$14,673.20",1970-01-01 00:00:00.000000175
Gunar Cockshoot,Australia,After Nines,24/03/2023,"$3,249.23",1970-01-01 00:00:00.000000078
Jehu Rudeforth,New Zealand,50% Dark Bites,20/04/2023,"$4,526.24",1970-01-01 00:00:00.000000064
Brien Boise,Australia,99% Dark & Pure,04/07/2023,"$3,166.56",1970-01-01 00:00:00.000000098
Rafaelita Blaksland,UK,Smooth Sliky Salty,13/01/2023,"$4,866.39",1970-01-01 00:00:00.000000065
Barr Faughny,USA,Orange Choco,10/03/2023,"$4,254.37",1970-01-01 00:00:00.000000012
Mallorie Waber,Canada,Eclairs,13/01/2023,"$1,652.61",1970-01-01 00:00:00.000000277
Karlen McCaffrey,New Zealand,Drinking Coco,28/07/2023,$171.49,1970-01-01 00:00:00.000000163
Marney O'Breen,New Zealand,Peanut Butter Cubes,03/08/2023,"$8,549.84",1970-01-01 00:00:00.000000169
